2021-02-08 08:28:33,012 DEBUG    Entered env context: <rasterio.env.Env object at 0x0000005A01098D88>
2021-02-08 08:28:33,057 DEBUG    Exiting env context: <rasterio.env.Env object at 0x0000005A01098D88>
2021-02-08 08:28:33,057 DEBUG    Cleared existing <rasterio._env.GDALEnv object at 0x0000005A01098E48> options
2021-02-08 08:28:33,057 DEBUG    Stopped GDALEnv <rasterio._env.GDALEnv object at 0x0000005A01098E48>.
2021-02-08 08:28:33,057 DEBUG    Exiting outermost env
2021-02-08 08:28:33,057 DEBUG    Exited env context: <rasterio.env.Env object at 0x0000005A01098D88>
2021-02-08 08:28:33,208 DEBUG    Exiting env context: <fiona.env.Env object at 0x0000005A70650948>
2021-02-08 08:28:33,208 DEBUG    Cleared existing <fiona._env.GDALEnv object at 0x0000005A71091A88> options
2021-02-08 08:28:33,208 DEBUG    Stopping GDALEnv <fiona._env.GDALEnv object at 0x0000005A71091A88>.
2021-02-08 08:28:33,208 DEBUG    Error handler popped.
2021-02-08 08:28:33,208 DEBUG    Stopped GDALEnv <fiona._env.GDALEnv object at 0x0000005A71091A88>.
2021-02-08 08:28:33,208 DEBUG    Exiting outermost env
2021-02-08 08:28:33,208 DEBUG    Exited env context: <fiona.env.Env object at 0x0000005A70650948>
2021-02-08 08:28:33,208 DEBUG    Flushed buffer
2021-02-08 08:28:33,209 DEBUG    Stopped session
2021-02-08 08:28:33,276 DEBUG    Exited  main
